Entry	CAZy
A0A8H5C484	
A0A8H5C5B6	
A0A8H5C5F0	
A0A8H5CFU7	
A0A8H5CFU8	
A0A8H5CH65	
A0A8H5CIN5	
A0A8H5CK31	
A0A8H5CKB4	
A0A8H5CKK9	
A0A8H5CM95	
A0A8H5CP45	
A0A8H5CPI6	
A0A8H5D2A3	
A0A8H5DAU6	
A0A8H5E9T9	
A0A8H5EAV8	
A0A8H5EDK2	
A0A8H5EW21	
A0A8H5EWS1	
A0A8H5EZ80	
A0A8H5EZ86	
A0A8H5F5Q1	
A0A8H5F637	
A0A8H5FEN3	
A0A8H5FIF9	
A0A8H5FIT9	
A0A8H5FQJ8	
A0A8H5FS20	
A0A8H5G4B5	
A0A8H5G7H4	
A0A8H5G7Y2	
A0A8H5GXA4	
A0A8H5GZA6	
A0A8H5GZX9	
A0A8H5HNB8	
A0A8H5HU16	
A0A8H5HUX2	
A0A8H5I7T4	
A0A8H5IIP8	
A0A8H5IRF4	
A0A8H5IVV4	
A0A8H5IW64	
A0A8H5IWZ7	
A0A8H5J139	
A0A8H5J5X1	
A0A8H5J715	
A0A8H5J9B5	
A0A8H5JKM0	
A0A8H5JUY9	
A0A8H5K3T4	
A0A8H5KBK5	
A0A8H5KF54	
A0A8H5KPZ7	
A0A8H5L3M6	
A0A8H5L4B0	
A0A8H5LBK7	
A0A8H5LDZ7	
A0A8H5LE37	
A0A8H5LJ96	
A0A8H5LPY9	
A0A8H5LQT8	
A0A8H5M3W1	
A0A8H5MFS6	
A0A8H5MLC3	
A0A8H5MNG4	
A0A8H5MNZ5	
A0A8H5MW10	
A0A8H5N2J1	
A0A8H5N7U3	
A0A8H5NGP7	
A0A8H5NIQ8	
A0A8H5NML9	
A0A8H5NYQ0	
A0A8H5P1J5	
A0A8H5P8L3	
A0A8H5P932	
A0A8H5PD65	
A0A8H5PFY2	
A0A8H5PMS3	
A0A8H5PNE4	
A0A8H5PZE2	
A0A8H5Q197	
A0A8H5Q2I8	
A0A8H5Q4M1	
A0A8H5Q8U4	
A0A8H5R8H3	
A0A8H5RNN5	
A0A8H5RTP9	
A0A8H5RXD0	
A0A8H5S8I1	
A0A8H5SUE3	
A0A8H5SYX7	
A0A8H5T3G3	
A0A8H5TLZ3	
A0A8H5TM61	
A0A8H5TQK7	
A0A8H5TQL7	
A0A8H5TTC7	
A0A8H5U3J0	
A0A8H5UAW9	
A0A8H5UJA6	
A0A8H5ULE2	
A0A8H5UMA1	
A0A8H5UPR3	
A0A8H5UR34	
A0A8H5VFZ4	
A0A8H5VWV8	
A0A8H5WI88	
A0A8H5WLQ5	
A0A8H5WLV5	
A0A8H5WM44	
A0A8H5WRB2	
A0A8H5WZC2	
A0A8H5X1I4	
A0A8H5X2H1	
A0A8H5X9L4	
A0A8H5XIE1	
A0A8H5XU43	
A0A8H5Y1W3	
A0A8H5Y542	
A0A8H5YBM4	
A0A8H5YN95	
A0A8H5YT64	
A0A8H5Z0Y1	
A0A8H5Z741	
A0A8H5Z9E9	
A0A8H5ZAT4	
A0A8H5ZHT5	
A0A8H5ZQ08	
A0A8H5ZQF4	
A0A8H5ZV05	
A0A8H5ZV46	
A0A8H5ZZN5	
A0A8H6AQD7	
A0A8H6B4G9	
A0A8H6B548	
A0A8H6CW78	
A0A8H6D3S0	
A0A8H6DA42	
A0A8H6DDU0	
A0A8H6DE31	
A0A8H6DFD5	
A0A8H6DTG3	
A0A8H6DU99	
A0A8H6DVQ6	
A0A8H6DZX4	
A0A8H6E399	
A0A8H6E4U3	
A0A8H6E5B2	
A0A8H6EH95	
A0A8H6GC48	
A0A8H6GDB8	
A0A8H6GE26	
A0A8H6GN88	
A0A8H6GT01	
A0A8H6GWS7	
A0A8H6HH02	
A0A8H6HIL6	
A0A8H6HJH6	
A0A8H6HLB4	
A0A8H6HM27	
A0A8H6HM69	
A0A8H6HP57	
A0A8H6HQ63	
A0A8H6HQU2	
A0A8H6HVF9	
A0A8H6HXQ7	
A0A8H6I1C3	
A0A8H6I2T4	
A0A8H6I992	
A0A8H6IAN4	
A0A8H6IB34	
A0A8H6IGV6	
A0A8H6IHX4	
A0A8H6II40	
A0A8H6IRN5	
A0A8H6ISX8	
A0A8H6J1B9	
A0A8H6J316	
A0A8H6J3L0	
A0A8H6J446	
A0A8H6J671	
A0A8H6JFF2	
A0A8H6JFH2	
A0A8H6JI22	
A0A8H6JLT7	
A0A8H6JVU5	
A0A8H6K432	
A0A8H6K9R9	
A0A8H6KAW0	
A0A8H6KDM0	
A0A8H6KE66	
A0A8H6KEF9	
A0A8H6KHC7	
A0A8H6KJS9	
A0A8H6KTP6	
A0A8H6KWL4	
A0A8H6LXC0	
A0A8H6LZ52	
A0A8H6M093	
A0A8H6M318	
A0A8H6M3Y6	
A0A8H6M8K3	
A0A8H6MMW1	
A0A8H6MNH2	
A0A8H6MPX5	
A0A8H6MZL9	
A0A8H6N0P8	
A0A8H6N1L8	
A0A8H6N7G4	
A0A8H6NGI3	
A0A8H6NGK5	
A0A8H6NHE5	
A0A8H6NM33	
A0A8H6NPS1	
A0A8H6NYV8	
A0A8H6P112	
A0A8H6P1I2	
A0A8H6P4J3	
A0A8H6P7M3	
A0A8H6PFK5	
A0A8H6PIQ2	
A0A8H6PJ01	
A0A8H6PPD2	
A0A8H6PS25	
A0A8H6Q2V8	
A0A8H6Q785	
A0A8H6Q8E0	
A0A8H6QF40	
A0A8H6QKC6	
A0A8H6QLT0	
A0A8H6QRH3	
A0A8H6R3A1	
A0A8H6RGQ4	
A0A8H6RHV5	
A0A8H6RLV1	
A0A8H6RN87	
A0A8H6RU86	
A0A8H6S7W4	
A0A8H6SA14	
A0A8H6SEA3	
A0A8H6SJD1	
A0A8H6SR76	
A0A8H6ST84	
A0A8H6SZT0	
A0A8H6TLD7	
A0A8H6U326	
A0A8H6USU5	
A0A8H6V1A7	
A0A8H6V5B2	
A0A8H6V9V3	
A0A8H6VEN4	
A0A8H6VLI0	
A0A8H6VRY1	
A0A8H6VXI5	
A0A8H6VZH0	
A0A8H6W2G2	
A0A8H6W313	
A0A8H6X725	
A0A8H6XC84	
A0A8H6XDP0	
A0A8H6XEC6	
A0A8H6XH07	
A0A8H6XIE9	
A0A8H6XJN6	
A0A8H6XM18	
A0A8H6XQB0	
A0A8H6XV00	
A0A8H6Y0J7	
A0A8H6ZAX9	
A0A8H6ZLR8	
A0A8H6ZPG4	
A0A8H7A2X9	
A0A8H7AW61	
A0A8H7B1H8	
A0A8H7B4Y2	
A0A8H7B7P3	
A0A8H7BAW0	
A0A8H7BAW9	
A0A8H7BDW2	
A0A8H7BEC3	
A0A8H7CKQ9	
A0A8H7CMV6	
A0A8H7CN28	
A0A8H7CSG9	
A0A8H7CVE6	
A0A8H7D3R5	
A0A8H7D3X9	
A0A8H7DBX2	
A0A8H7DGM2	
A0A8H7DQP3	
A0A8H7EC78	
A0A8H7EDK3	
A0A8H7EEA1	
A0A8H7EI61	
A0A8H7F0U0	
A0A8H7FCJ2	
A0A8H7GZ76	
A0A8H7H0K7	
A0A8H7HKB7	
A0A8H7HKC8	
A0A8H7HLM6	
A0A8H7HMK3	
A0A8H7I255	
A0A8H7I4J8	
A0A8H7I757	
A0A8H7I9B8	
A0A8H7I9X7	
A0A8H7ICC9	
A0A8H7ITS6	
A0A8H7ITV1	
A0A8H7IVK6	
A0A8H7IVW3	
A0A8H7IW75	
A0A8H7IWA3	
A0A8H7IXZ2	
A0A8H7IZ02	
A0A8H7K3T1	
A0A8H7K8K4	
A0A8H7K9C6	
A0A8H7KAF6	
A0A8H7KKH7	
A0A8H7KKL7	
A0A8H7LDT2	
A0A8H7LFN8	
A0A8H7LRA3	
A0A8H7LVV6	
A0A8H7LYH7	
A0A8H7M2T7	
A0A8H7M3K9	
A0A8H7M476	
A0A8H7NE17	
A0A8H7NNT8	
A0A8H7NXW7	
A0A8H7PHH4	
A0A8H7T140	
A0A8H7T4K2	
A0A8H7T653	
A0A8H7T6A1	
A0A8H7TEJ6	
A0A8H7TGE2	
A0A8H7TKU1	
A0A8H7TPL8	
A0A8H7TZ21	
A0A8H7W3K0	
A0A8H7W8Q8	
A0A8H7W8X9	
A0A8H7WET8	
A0A8H7XU90	
A0A8H7Y1Z0	
A0A8H7Y2A6	
A0A8H7Y2N7	
A0A8H8BSD2	
A0A8H8CGM3	
A0A8H8CGS4	
A0A8H8CHA6	
A0A8H8CKN8	
A0A8H8CLM7	
A0A8H8CNF0	
A0A8H8NU57	
A0A8H8NV20	
A0A8H8NXH8	
A0A8H8NZB2	
A0A8H8P1D8	
A0A8H8P1Q0	
A0A8H8QG93	
A0A8H8R2B4	
A0A8H8RVF4	
A0A8H8S0Y0	
A0A8H8S1H2	
A0A8H8TW73	
A0A8H8WN64	
A0A8H9FXF4	
A0A8H9GIN5	
A0A8H9GN48	
A0A8H9GVU2	
A0A8H9GWE1	
A0A8H9GXX9	
A0A8H9H1V8	
A0A8H9H2B1	
A0A8H9H4A3	
A0A8H9H672	
A0A8H9HL91	
A0A8H9IE46	
A0A8H9IWN2	
A0A8H9L444	
A0A8H9L9D8	
A0A8H9LAK1	
A0A8H9LBF2	
A0A8H9LC99	
A0A8H9LE05	
A0A8H9LEX8	
A0A8H9MEA2	
A0A8I0P2Q8	
A0A8I0P944	
A0A8I0PE05	
A0A8I0SH15	
A0A8I0TN99	
A0A8I0TT78	
A0A8I1IS38	
A0A8I1IYH0	
A0A8I1LUY9	
A0A8I2BNE4	
A0A8I2BSF2	
A0A8I2KMM3	
A0A8I2YNM5	
A0A8I2Z7Q8	
A0A8I2ZB99	
A0A8I2ZBN6	
A0A8I2ZQR9	
A0A8I2ZZ29	
A0A8I3AP21	
A0A8I3AQ30	
A0A8I3AQN6	
A0A8I3ATP7	
A0A8I3AWG3	
A0A8I3AYD6	
A0A8J2HXU1	
A0A8J2I0E0	
A0A8J2I6R8	
A0A8J2I8F2	
A0A8J2IB62	
A0A8J2IEK7	
A0A8J2IGM0	
A0A8J2IIR7	
A0A8J2IJN1	
A0A8J2IQ97	
A0A8J2JKB2	
A0A8J2MW15	
A0A8J2MZZ2	
A0A8J2N332	
A0A8J2N8K0	
A0A8J2NB03	
A0A8J2NCE6	
A0A8J2U713	
A0A8J2UAJ3	
A0A8J2V3G9	
A0A8J2V3S7	
A0A8J2V634	
A0A8J2V6A7	
A0A8J2XNA8	
A0A8J3A075	
A0A8J3A350	
A0A8J3ADM4	
A0A8J3BFM7	
A0A8J3C2S4	
A0A8J3C582	
A0A8J3CRX3	
A0A8J3CW26	
A0A8J3DCG2	
A0A8J3EQ84	
A0A8J3EQL7	
A0A8J3FQZ1	
A0A8J3G395	
A0A8J3G4M1	
A0A8J3G4R7	
A0A8J3G4W0	
A0A8J3I9U1	
A0A8J3IJU1	
A0A8J3IJU7	
A0A8J3IPX7	
A0A8J3IQS0	
A0A8J3JIT3	
A0A8J3JKX6	
A0A8J3JNZ3	
A0A8J3JTN2	
A0A8J3JUG0	
A0A8J3JY83	
A0A8J3K1W0	
A0A8J3KA34	
A0A8J3KAY0	
A0A8J3KCU1	
A0A8J3KFK9	
A0A8J3KGY3	
A0A8J3KP99	
A0A8J3KPT0	
A0A8J3KQ52	
A0A8J3KQV1	
A0A8J3KYE2	
A0A8J3KYT6	
A0A8J3KYU0	
A0A8J3LA00	
A0A8J3LE59	
A0A8J3LM71	
A0A8J3NHC7	
A0A8J3NMD1	
A0A8J3NMS9	
A0A8J3NRF1	
A0A8J3NTK1	
A0A8J3P0I4	
A0A8J3P7Q9	
A0A8J3PC08	
A0A8J3PDB3	
A0A8J3PIQ2	
A0A8J3PJN1	
A0A8J3PM35	
A0A8J3Q209	
A0A8J3Q3D7	
A0A8J3Q4A8	
A0A8J3Q8N5	
A0A8J3QAA9	
A0A8J3QAD5	
A0A8J3QB11	
A0A8J3QCI4	
A0A8J3QFW9	
A0A8J3QJD8	
A0A8J3QPX0	
A0A8J3QSD5	
A0A8J3R4E6	
A0A8J3RF47	
A0A8J3RJC1	
A0A8J3SEU9	
A0A8J3T8P0	
A0A8J3TEY0	
A0A8J3VE01	
A0A8J3VH56	
A0A8J3VJZ5	
A0A8J3VLH1	
A0A8J3VLM2	
A0A8J3VPK4	
A0A8J3VQJ8	
A0A8J3VQZ7	
A0A8J3VRJ2	
A0A8J3VW35	
A0A8J3VY45	
A0A8J3W870	
A0A8J3WG85	
A0A8J3WI19	
A0A8J3WLW4	
A0A8J3WLY3	
A0A8J3WN35	
A0A8J3WS78	
A0A8J3WVM2	
A0A8J3X3Z5	
A0A8J3YG59	
A0A8J3YJS9	
A0A8J3YL22	
A0A8J3YR35	
A0A8J3YVH7	
A0A8J3YZY9	
A0A8J3Z2U6	
A0A8J3Z3U5	
A0A8J3ZBF1	
A0A8J3ZEW3	
A0A8J3ZL77	
A0A8J3ZWD4	
A0A8J3ZWR1	
A0A8J3ZYE9	
A0A8J4A3B6	
A0A8J4A557	
A0A8J4A5R7	
A0A8J4DRS1	
A0A8J4DV39	
A0A8J4DVM5	
A0A8J4DZU8	
A0A8J4E9D4	
A0A8J4EHN6	
A0A8J4H6I9	
A0A8J4H7Q2	
A0A8J4M3Y9	
A0A8J4M3Z3	
A0A8J4S9E7	
A0A8J4SE08	
A0A8J4W7T1	
A0A8J5IF93	
A0A8J5J1B6	
A0A8J5M196	
A0A8J5NGZ6	
A0A8J5NW30	
A0A8J5NXH0	
A0A8J5P161	
A0A8J5PFB1	
A0A8J5PR31	
A0A8J5PSF2	
A0A8J5PYJ2	
A0A8J5Q4V7	
A0A8J5TV51	
A0A8J5TV59	
A0A8J5U972	
A0A8J5XEP1	
A0A8J5XFF6	
A0A8J5XQ13	
A0A8J6IUQ8	
A0A8J6M1H6	
A0A8J6QMC5	
A0A8J6R2W6	
A0A8J6UB43	
A0A8J6XV82	
A0A8J6XXE0	
A0A8J7BXN9	
A0A8J7H215	
A0A8J7H340	
A0A8J7H4C4	
A0A8J7H9W1	
A0A8J7HBI7	
A0A8J7HE78	
A0A8J7KVF2	
A0A8J7KVW2	
A0A8J7KW12	
A0A8J7KZG7	
A0A8J7VT50	
A0A8J7WQA8	
A0A8J7WR21	
A0A8J8AZ26	
A0A8J8BAH3	
A0A8J8BEC9	
A0A8J8FK04	
A0A8J8Q1Z6	
A0A8J8SFN1	
A0A8J8VYX4	
A0A8J8VZ63	
A0A8J8W3U0	
A0A8J8W540	
A0A8J8W9A0	
A0A8J8W9G6	
A0A8J8WJI0	
A0A8J8WLP0	
A0A8J9XC23	
A0A8K0J6J4	
A0A8K0JH23	
A0A8K0L1V6	
A0A8K0L3C8	
A0A8K0L538	
A0A8K0LBN2	
A0A8K0NMI1	
A0A8K0NP97	
A0A8K0PGK8	
A0A8K0PH16	
A0A8K0PK73	
A0A8K0PLA5	
A0A8K0QX80	
A0A8K0QZM7	
A0A8K0R1G7	
A0A8K0R1K2	
A0A8K0R653	
A0A8K0R7J6	
A0A8K0RD24	
A0A8K0RLL0	
A0A8K0RU57	
A0A8K0RUA5	
A0A8K0RW35	
A0A8K0RWV6	
A0A8K0S7V7	
A0A8K0SDV4	
A0A8K0SH09	
A0A8K0SH55	
A0A8K0SJ56	
A0A8K0SMN0	
A0A8K0SQM3	
A0A8K0SS85	
A0A8K0SU73	
A0A8K0SZA7	
A0A8K0T876	
A0A8K0TCF5	
A0A8K0TKG0	
A0A8K0TMA7	
A0A8K0TV00	
A0A8K0UQ70	
A0A8K0UQ84	
A0A8K0UWV3	
A0A8K0VUT4	
A0A8K0VV40	
A0A8K0W0B7	
A0A8K0WB06	
A0A8K0WDN1	
A0A8K0WIS7	
A0A8K0WJD9	
A0A8K0WJE9	
A0A8K0WK71	
A0A8K0WMB6	
A0A8K0WMK0	
A0A8K0WPK7	
A0A8K0WTR1	
A0A8K0WUL9	
A0A8K0WYV6	
A0A8K0X369	
A0A8K0X6J8	
A0A8K0XQA7	
A0A8K1XLS7	
A0A8S0W082	
A0A8S0W453	
A0A8S0WCY7	
A0A8S0WF85	
A0A8S0WZH0	
A0A8S0XL73	
A0A8S0XT66	
A0A8S0XZE6	
A0A8S3YW62	
A0A8S8XEX2	
A0A8S8ZF37	
A0A8S8ZH24	
A0A8S8ZNC0	
A0A8S8ZP84	
A0A8S8ZT13	
A0A8S8ZT90	
A0A8S8ZVI3	
A0A8S8ZXH1	
A0A8S9RMG5	
A0A8S9UHJ4	
A0A8S9UHK5	
A0A8T0GVN0	
A0A8T0LL18	
A0A8T0LMF3	
A0A8T1B5Q6	
A0A8T1BBV6	
A0A8T1UKC3	
A0A8T1UKD1	
A0A8T1V8D5	
A0A8T1V9P8	
A0A8T1VAJ3	
A0A8T1VZF1	
A0A8T1VZG1	
A0A8T1WQY8	
A0A8T1WUY0	
A0A8T2SWW6	
A0A8T2SWY8	
A0A8T4IHH9	
A0A8T4II14	
A0A8T4IK87	
A0A8T4IYX1	
A0A8T8LVN0	
A0A8T8WMZ1	
A0A8T8WRX4	
A0A8T8WSE8	
A0A8T8WT41	
A0A8T8X059	
A0A8T9B5T2	
A0A8T9BDL5	
A0A8T9BQZ1	
A0A8T9BZE2	
A0A8T9C0Z2	
A0A8T9C285	
A0A8T9C3Z9	
A0A8T9C6U4	
A0A8T9C7Z9	
A0A8T9CA64	
A0A8T9CAR3	
A0A8T9CEP2	
A0A8T9CFQ0	
A0A8T9CHS5	
A0A8T9CHY1	
A0A8T9Q272	
A0A8T9Q9I8	
A0A8T9SYU6	
A0A8U0A6U5	
A0A8U0A7V1	
A0A8U0A978	
A0A916JCF2	
A0A916K8K5	
A0A916QDI5	
A0A916QEM3	
A0A916QEW1	
A0A916T0X7	
A0A916U7M7	
A0A916U993	
A0A916UAH0	
A0A916VEJ4	
A0A916VFE1	
A0A916VH32	
A0A916XSZ1	
A0A916YNZ1	
A0A916YP66	
A0A916ZHR7	
A0A917C7H1	
A0A917CVQ2	
A0A917DMG8	
A0A917EN39	
A0A917FFD9	
A0A917FPL9	
A0A917G4P6	
A0A917HG45	
A0A917IDZ9	
A0A917J5Z6	
A0A917K2B4	
A0A917KJ14	
A0A917KWD7	
A0A917L1G9	
A0A917L2Z8	
A0A917L7J7	
A0A917MAQ9	
A0A917MXT4	
A0A917MYY8	
A0A917N032	
A0A917N1A9	
A0A917N308	
A0A917N4H2	
A0A917PAC3	
A0A917R0B2	
A0A917R0J0	
A0A917R4H2	
A0A917RQ58	
A0A917TJC5	
A0A917TS23	
A0A917TVW9	
A0A917U243	
A0A917U3U0	
A0A917U6T5	
A0A917U880	
A0A917UI50	
A0A917VJU5	
A0A917VKG5	
A0A917VL21	
A0A917VRZ3	
A0A917VT24	
A0A917WJD9	
A0A917WQX3	
A0A917WX83	
A0A917X2K7	
A0A917X8R7	
A0A917YR39	
A0A917YRJ3	
A0A918A029	
A0A918A128	
A0A918A951	
A0A918AUI3	
A0A918AVC8	
A0A918B1C0	
A0A918B2F2	
A0A918B3K7	
A0A918B903	
A0A918B9L5	
A0A918BEE3	
A0A918BG74	
A0A918BMC3	
A0A918C236	
A0A918C6M9	
A0A918CTV3	
A0A918CUP6	
A0A918D908	
A0A918DN34	
A0A918E6M7	
A0A918EII6	
A0A918EKM5	
A0A918ETW5	
A0A918EYI0	
A0A918EYS9	
A0A918FC66	
A0A918FGX7	
A0A918FJ67	
A0A918FSI8	
A0A918FVX0	
A0A918G539	
A0A918G697	
A0A918G9T8	
A0A918GD30	
A0A918GL97	
A0A918GQ35	
A0A918GTK2	
A0A918HHB0	
A0A918HJD9	
A0A918HM59	
A0A918HS18	
A0A918HVP0	
A0A918I446	
A0A918IJ47	
A0A918IL47	
A0A918JAA3	
A0A918KG80	
A0A918KKH4	
A0A918KW04	
A0A918L0I9	
A0A918L2U2	
A0A918LB79	
A0A918LCE0	
A0A918LML4	
A0A918NC88	
A0A918NQ02	
A0A918NUU4	
A0A918P9T9	
A0A918Q2S2	
A0A918Q797	
A0A918Q7Y2	
A0A918QVI7	
A0A918QXI7	
A0A918R9E2	
A0A918RD52	
A0A918RTJ8	
A0A918SE44	
A0A918SG34	
A0A918TLN8	
A0A918U748	
A0A918UKJ7	
A0A918UZ72	
A0A918X984	
A0A918XAY0	
A0A918Y2I1	
A0A918YSL2	
A0A918ZJF2	
A0A918ZMH4	
A0A918ZPS8	
A0A918ZTJ8	
A0A918ZVQ6	
A0A919ADQ6	
A0A919ADT6	
A0A919AG93	
A0A919AIQ4	
A0A919AUQ9	
A0A919BRF6	
A0A919BRJ5	
A0A919BYY1	
A0A919C2Q9	
A0A919C4E6	
A0A919DHE9	
A0A919DL44	
A0A919DPZ9	
A0A919DR08	
A0A919DYF2	
A0A919E1F2	
A0A919E5C0	
A0A919E9U9	
A0A919F9T2	
A0A919FX16	
A0A919G3J8	
A0A919G6N0	
A0A919G8H0	
A0A919G974	
A0A919GK33	
A0A919GL11	
A0A919GM35	
A0A919ICU0	
A0A919INZ1	
A0A919IQR8	
A0A919IQX6	
A0A919J2Z7	
A0A919J3A0	
A0A919J808	
A0A919J8Q1	
A0A919JAU5	
A0A919JC07	
A0A919JDE4	
A0A919JFZ8	
A0A919JG95	
A0A919JGX9	
A0A919JH90	
A0A919JHV6	
A0A919JP56	
A0A919JYK0	
A0A919JYK5	
A0A919K6L4	
A0A919K7A5	
A0A919KAN0	
A0A919KBV8	
A0A919KC00	
A0A919KHV0	
A0A919KRC3	
A0A919L116	
A0A919L265	
A0A919L9U2	
A0A919LYH9	
A0A919M6Q4	
A0A919M9R7	
A0A919MIG2	
A0A919MIG5	
A0A919MJ86	
A0A919MQF1	
A0A919MW08	
A0A919N6M0	
A0A919NJN5	
A0A919NJT1	
A0A919NPF2	
A0A919NRB2	
A0A919NS17	
A0A919NXY5	
A0A919P422	
A0A919P4C5	
A0A919P652	
A0A919P6V8	
A0A919P8Q1	
A0A919PEZ4	
A0A919PHI8	
A0A919PNT5	
A0A919PRM2	
A0A919Q8V3	
A0A919QCQ3	
A0A919QEX1	
A0A919QGK7	
A0A919QIC0	
A0A919QLB5	
A0A919QYK0	
A0A919QZK2	
A0A919R280	
A0A919S6N1	
A0A919S7W8	
A0A919SBY8	
A0A919SBZ1	
A0A919SDC2	
A0A919SG90	
A0A919SJ66	
A0A919SLH0	
A0A919SPW5	
A0A919SR55	
A0A919T8F7	
A0A919TBF5	
A0A919TGQ5	
A0A919THQ9	
A0A919TI21	
A0A919TKE3	
A0A919TLP1	
A0A919TN47	
A0A919TR97	
A0A919TV07	
A0A919U3Y9	
A0A919UAH2	
A0A919UD18	
A0A919UHB9	
A0A919V2V6	
A0A919VKH3	
A0A919VRJ6	
A0A919VS04	
A0A919VS09	
A0A919VVB3	
A0A919VXB1	
A0A919W138	
A0A919XBP7	
A0A919XFL3	
A0A919XGM7	
A0A919XQE5	
A0A919Y3I4	
A0A919YPF5	
A0A919YPY5	
A0A920BQT2	
A0A920CEJ3	
A0A920CLB4	
A0A920CZJ3	
A0A920CZN3	
A0A921FCE5	
A0A921GRE3	
A0A921I8K7	
A0A921KRI5	
A0A921S856	
A0A923KJX3	
A0A923PHV5	
A0A923RRZ2	
A0A923T9C0	
A0A926F564	
A0A926KN18	
A0A926KS33	
A0A926KXQ2	
A0A926KZL5	
A0A926L0S3	
A0A926L4U6	
A0A926L849	
A0A926S375	
A0A926VBT9	
A0A926WK57	
A0A926ZZZ2	
A0A927AZ28	
A0A927CGI8	
A0A927CI29	
A0A927CI37	
A0A927F560	
A0A927F5B2	
A0A927F5N1	
A0A927F9K1	
A0A927GGY2	
A0A927L175	
A0A927L1U8	
A0A927LZN6	
A0A927M6U3	
A0A927M9G8	
A0A927MAL1	
A0A927MBD3	
A0A927QNV7	
A0A927QP45	
A0A927QPI9	
A0A927QYU7	
A0A927R0Y8	
A0A927R3D7	
A0A927UDD7	
A0A927YRA5	
A0A927YS36	
A0A928BQA3	
A0A928BUU0	
A0A928GFX9	
A0A928V478	
A0A929PVY6	
A0A931A4B8	
A0A931A842	
A0A931AEC9	
A0A931AJ49	
A0A931AKV6	
A0A931BE00	
A0A931BHM6	
A0A931C5B3	
A0A931C6B7	
A0A931C8B9	
A0A931C936	
A0A931CDE4	
A0A931CEA0	
A0A931CJH7	
A0A931DQD2	
A0A931G2S6	
A0A931GX24	
A0A934I6D6	
A0A934KJJ7	
A0A934KMV0	
A0A934KMW2	
A0A934KRB2	
A0A934KSN5	
A0A934MAX8	
A0A934PJQ7	
A0A934R1X6	
A0A934RTP6	
A0A934UND5	
A0A934V9P8	
A0A934VPV1	
A0A937AAI6	
A0A937ABT0	
A0A937F8C6	
A0A937F904	
A0A937FAB0	
A0A937FCU1	
A0A937JY99	
A0A938WLE8	
A0A938WSI0	
A0A939B7E0	
A0A939DN53	
A0A939EUL3	
A0A939EWL5	
A0A939GKG9	
A0A939JEA3	
A0A939JFY5	
A0A939K2F9	
A0A939M5Z5	
A0A939PEV4	
A0A939QNA8	
A0A939RVT5	
A0A940MRD4	
A0A940WDI3	
A0A940WLC2	
A0A940WQM9	
A0A940WSS3	
A0A940WV22	
A0A940WWH7	
A0A940WX76	
A0A940XGX3	
A0A940XYF2	
A0A940XZF8	
A0A940Y5X4	
A0A940Y6R2	
A0A941ALE0	
A0A941AQA8	
A0A941AWK8	
A0A941B752	
A0A941EDV9	
A0A941EE73	
A0A941EJX1	
A0A941EMZ7	
A0A941EQ00	
A0A941EQ11	
A0A941HVB7	
A0A941IQZ9	
A0A941IU88	
A0A941J2M4	
A0A941JKL4	
A0A941JPN6	
A0A942SX90	
A0A942UPS6	
A0A948TA48	
A0A948TAS9	
A0A951PIF4	
A0A951QMD3	
A0A951UGF2	
A0A951UUT3	
A0A964RLI9	
A0A965ZHB6	
A0A965ZJW2	
A0A969TVX7	
A0A969TWN2	
A0A974SCP7	
A0A974SE98	
A0A975GWA8	
A0A975IX38	
A0A975Q672	
A0A975S8Q3	
A0A9D1ALZ5	
A0A9D1DQU5	
A0A9D1EN78	
A0A9D1FRY3	
A0A9D1GH52	
A0A9D1GTY2	
A0A9D1JHM6	
A0A9D1KLF8	
A0A9D1KPV0	
A0A9D1MDF1	
A0A9D1NPL9	
A0A9D1NQN5	
A0A9D1SFK8	
A0A9D2CRX2	
A0A9D2FXV2	
A0A9D2FZ79	
A0A9D2G464	
A0A9D2LYZ3	
A0A9D2M9R8	
A0A9D2N8H8	
A0A9D2Q1J1	
A0A9D2QI58	
A0A9D5LWQ9	
A0A9D5LZ46	
A0A9D5NXL2	
A0A9D5P2D1	
A0A9E2W9V5	
A0A9E3H8V8	
A0A9E3HA90	
A0A9E6ZRE3	
A0A9E7D3A0	
A0A9E8BVX4	
A0A9E8C305	
A0A9E8MMS3	
A0A9E8NER1	
A0A9E9C8K4	
A0A9J6R8S2	
A0A9J6RG14	
A0A9J6Z9S5	
A0A9J6ZAP3	
A0A9J6ZAQ4	
A0A9J6ZC50	
A0A9J6ZKI5	
A0A9J6ZKY3	
A0A9J6ZNB6	
A0A9J6ZNC2	
A0A9J6ZNU5	
A0A9J7BK62	
A0A9J7BP46	
A0A9N8H4Z3	
A0A9N8J0K5	
A0A9N8J6V4	
A0A9N8J7V7	
A0A9N8JDA4	
A0A9N8JM67	
A0A9N8JSZ3	
A0A9N8JT93	
A0A9N8K3H1	
A0A9N8K400	
A0A9N8K5E2	
A0A9N8KCJ0	
A0A9N8KE68	
A0A9N8KL79	
A0A9N8KM08	
A0A9N8KU10	
A0A9N8NFU7	
A0A9N8P2P3	
A0A9N8P2Z8	
A0A9N8P6G2	
A0A9N8P9H8	
A0A9N8PDQ4	
A0A9N8PES1	
A0A9N8PLH1	
A0A9N8PN50	
A0A9N8PR20	
A0A9N8PVA7	
A0A9N8PXC0	
A0A9N8RDL4	
A0A9N9L7N5	
A0A9N9LBG0	
A0A9N9LBY1	
